csv_id,adult,id,imdb_id,original_language,overview,Unnamed: 10,Unnamed: 11,popularity,release_date,runtime,status,tagline,title,vote_average,vote_count,poster_path,genre
45082,FALSE,76498,tt0405963,en,"This film is about the ""outlaw"" country music movement of the 70s, when artists rejected the glossy, strings filled Nashville sound and made poignant, gritty music. Guy Clark, David Allen Coe, Charlie Daniels and more are featured. Townes Van Zandt really steals the show, though. Out in his ratty trailer he''s shown drinking whiskey and shooting bb guns. He sits down in the kitchen and plays some songs for his girlfriend and his elderly black neighbor, Uncle Seymour Washington (whose interactions with Townes are amazing) and plays some of the most amazing music you''ll ever hear. There are also some great scenes of a little local ensemble playing in a bar. This is a must-see film for fans of Real Country Music.",,,0.113782,5/1/76,92,Released,The best music and the best whiskey come from the same part of the country.,Heartworn Highways,8.3,2,https://image.tmdb.org/t/p/original/bzYtco1xsZHnbVIuRraRT8YCXdF.jpg,"Documentary, Music"
45084,FALSE,422005,tt5262450,fi,,,,0.055407,10/19/16,75,Released,,Tatu and Patu,0,0,https://image.tmdb.org/t/p/original/a6chKH9EV1txdyElSd8dwAVbiu7.jpg,"Comedy, Family"
45086,FALSE,297956,tt3323318,en,"Maarten is just a normal 16 year old boy. After school he likes to hang out in the park with his friends, listen to music, game with his best friend Stefan and go to the dance school as often as possible. His favourite dance partner is Roxanne. No one, especially Roxanne, can know that Maarten is chronically ill. He has a serious metabolic disease and is not likely to grow old. Despite of his disease and worried parents, Maarten wants to live life to the fullest. When his body betrays him more often than not, he starts to realise that he may have to give up dancing.",,,0.274267,10/30/14,83,Released,Later starts now,Dansen op de vulkaan,7.2,6,https://image.tmdb.org/t/p/original/2cg4gjNTJvrndIFYoJlrLQ6YYfn.jpg,Drama
45088,FALSE,53456,tt1440146,fr,"A theater projectionist''s daughter is involved in the Resistance in WWII, but she doesn not share his political involvement &amp; only believes in passion. She follows the men she loves unconditionally, suffering betrayal and hardship.",,,0.313699,9/15/10,120,Released,,What War May Bring,6.1,5,https://image.tmdb.org/t/p/original/3ah6IdQZCERrd23dtfgjrUoM6q2.jpg,Drama
45099,FALSE,273202,tt1074985,ru,Baby Mammoth is looking for his Mom.,,,0.67668,6/1/81,8,Released,,Mother For Baby Mammoth,5.8,6,https://image.tmdb.org/t/p/original/sHN92A82QJ1Zlg6S9JqESSRZa81.jpg,Animation
45116,FALSE,93782,tt0346971,en,"Serial killers have plagued the American landscape for decades, committing gruesome atrocities, and providing some tough cases for criminal investigators to crack. This thriller follows the travails of two detectives who are on the trail of a bizarre murderer intent on slaughtering his victims, then using them as real-life puppets in a tale that he is trying to tell. The plot holds a key to the whereabouts of the monstrous deviant, but the detectives have to unravel it quickly before more unsuspecting citizens become theater fodder for the unhinged madman.",,,0.005023,3/15/03,94,Released,Destiny... there is no escape,Fate,0,0,https://image.tmdb.org/t/p/original/xAP4zYg1AbMhWB2JmFyfGldRHC8.jpg,"Drama, Thriller"
45130,FALSE,27208,tt0783849,en,"Bruno is waiting for his girlfriend Rosette to arrive at his apartment. He loves her deeply but is infuriated that she is at least 45 minutes late EVERY SINGLE TIME they are supposed to meet, leading him to wonder how can she love him if she is that selfish, and how he can respect himself for putting up with it. He makes a decision to terminate the relationship if she is that late this time.",,,1.172728,8/7/06,30,Released,,A Curtain Raiser,7.2,6,https://image.tmdb.org/t/p/original/gHdFnOmd4glbzvshAS4MJmaq1VP.jpg,"Drama, Action"
45144,FALSE,197210,tt0820136,en,"A Russian scientist creates a mind-reading weapon for his generals on a remote island. After the demonstration, the generals are pleased. Little do they realize, both the weapon, and the creator of the weapon have a mind of their own",,,0.742592,5/25/77,10,Released,,Polygon,7,6,https://image.tmdb.org/t/p/original/bzA5vjAYFTTz7iZoAywwXMLN9Aw.jpg,Animation
45148,FALSE,63449,tt0058423,ru,"In a romantic and philosophical tale of magic and love, a mischievous Sorcerer turns a bear into a young man. Unhappy in his new state, the former bear, with the help of the magician and his beautiful wife, is looking for a princess to kiss in order for his wish to be granted. Certain that all princesses are a vain, spoiled lot, he approaches the first one he sees. But the princess herself is gentle, kind and beautiful, and she and the young man fall in love with each other at the first sight. Unable to bring her pain, he runs away without explaining. As the Princess takes brave actions to find her beloved, new characters enter the story, including the King''s ambitious Prime Minister and a hunter looking for a bear fur to complete his collection. How will this complicated plot be resolved?",,,0.406559,12/1/64,99,Released,,Ordinary Wonder,0,0,https://image.tmdb.org/t/p/original/n8tsrPLem70exhXHfSausV7FlPx.jpg,"Drama, Romance, Fantasy, Comedy"
45149,FALSE,68180,tt0210740,en,"A young man, while out on a field trip, gets bitten by an ill looking person. When he comes back home he starts getting sick and a slow but steady degeneration begins in his body. He is turning into a zombie. He leaves his girlfriend and moves into his own place. In order to survive he needs to eat human flesh. Against his own consciense, he kills people and eats them in his living room. But things start getting worse as his degeneration progresses.",,,0.428261,1/1/98,79,Released,His soul was the last to go.,"I, Zombie: The Chronicles of Pain",5.3,4,https://image.tmdb.org/t/p/original/4F4pUTkT3pMrIdrAvTY5yvetK4Q.jpg,"Horror, Drama"
45152,FALSE,67431,tt0048109,fr,"After a spending the night with his girlfriend Alice (Jeanne Moreau), trucker Jean (Jean Gabin) encounters a dead body on the road home. He reports the incident to the police who suspect that Jean was responsible for the death and his new truck is impounded. To make matters worse, the man''s widow accuses Jean of having robbed her husband of a large amount of money that he was carrying. And then there''s that gang of sinister crooks who also are harassing him. Jean is a victim of circumstance and forces beyond his control are closing in on him. But Alice gives him a measure of comfort and stability. With her as his emotional base, he manages to rouse his trucker friends to turn the tables against the gangsters who are pursuing him.",,,0.383766,10/18/55,0,Released,,Hi-Jack Highway,0,0,https://image.tmdb.org/t/p/original/qsBBkrDZkJoD9xHm7dlMsqCjyUl.jpg,Drama
45153,FALSE,57413,tt1525915,es,"Is it possible to live aside of the system, thinking only about the present and oneself? A feature film about Manuel V, the best comic book author in Barcelona during the sixties, but, mainly, a man with a very particular way of living his life.",,,0.438456,9/24/10,106,Released,,The Great Vazquez,6.3,11,https://image.tmdb.org/t/p/original/fPksinC0KwGGI0VsUEHVlRYwvUH.jpg,Comedy
45158,FALSE,366071,tt2279314,en,A priest is recruited by federal marshals to help deal with a vampire they''ve taken into custody. Then things get weird.,,,0.016824,10/12/12,81,Released,Embrace the weird...,Enchiridion,0,0,https://image.tmdb.org/t/p/original/gU84M23dwakvYtcppMfTNFLmFbf.jpg,"Animation, Horror, Drama"
45167,FALSE,68063,tt1205600,it,,,,1.084856,3/19/08,98,Released,,Questa notte âˆšÂ® ancora nostra,5.5,31,https://image.tmdb.org/t/p/original/rWinmi3NrbUKc05TAS6bI1pqghF.jpg,Comedy
45170,FALSE,34671,tt0196811,pt,"Based upon the true story of Olga Ben, the German-born wife of Brazilian communist leader Luâ Carlos Prestes. During the dictatorship of Getâ Vargas (1930-1945) she was arrested and sent to Nazi Germany, where she was put to death in a concentration camp. After World War II began, Vargas decided to uphold the Allies.",,,1.620858,8/20/04,141,Released,,Olga,7,41,https://image.tmdb.org/t/p/original/fzsaNUcRH0cV2gg5rjQH83ZEI8M.jpg,"Drama, Foreign, History"
45171,FALSE,31486,tt0061087,en,"Nino Culotta is an Italian immigrant, newly arrived in Australia. Much of the story is taken up with Nino''s attempts to understand the aspirational values and social rituals of everyday urban Australians of the 1950''s and 60''s, and assimilate.",,,0.076113,8/18/66,112,Released,,They''re a Weird Mob,6.3,2,https://image.tmdb.org/t/p/original/2K0g91dSCYdIApEHq02Svglxg25.jpg,Comedy
45173,FALSE,428495,tt5540188,sv,"In Cairo, weeks before the 2011 revolution, Police Detective Noredin is working in the infamous Kasr el-Nil Police Station when he is handed the case of a murdered singer. He soon realizes that the investigation concerns the power elite, close to the President inner circle.",,,2.738426,7/12/17,106,Released,,The Nile Hilton Incident,7.3,32,https://image.tmdb.org/t/p/original/z4ppR4BpnXUQhIDIvQKTq0pAi6Z.jpg,"Thriller, Drama"
45176,FALSE,339692,tt4633690,en,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,,,15.786854,7/13/17,121,Released,Some criminals are made in prison,Shot Caller,6.9,324,https://image.tmdb.org/t/p/original/4aVwWSlH5WnZyoBEBZ2sdvfnVte.jpg,"Drama, Crime, Thriller"
45177,FALSE,389627,tt5574372,en,"Samuel Goldwyn Films, Titmouse, and Fathom Events are excited to bring the theatrical premiere of the animated film Nerdland, to cinemas nationwide for a special one night event! Aspiring actor John (Paul Rudd) and wannabe screenwriter Elliot (Patton Oswalt) are slacker best friends who have seen their dreams of stardom fizzle. With their 30th birthdays looming, they set out on a mission to become famous in the 24/7, celebrity-obsessed world. Through it all, our disheartened duo inadvertently become key witnesses in a high profile crime that sets the news cycle on fire, making them household names... but only if they can survive the infamy and worldwide shame.",,,2.609411,12/6/16,83,Released,,Nerdland,5.8,11,https://image.tmdb.org/t/p/original/qLmLz2wtyYvmW8Ult3l2ngOnW8v.jpg,Animation
45182,FALSE,298787,tt3720634,hi,"3 A.M. is a 2014 Hindi musical horror directed by Vishal Mahadkar, the film stars Rannvijay Singh, Anindita Nayar, Salil Acharya and Kavin Dave in lead roles.Amit sahani is an investment banker, single and ready to mingle. Mala is a free spirit who takes life as it comes.",,,0.353854,9/26/14,0,Released,,3 A.M,2.7,3,https://image.tmdb.org/t/p/original/dZgs1Ym7fe3fPxbeT5hq9XKLaDW.jpg,"Thriller, Horror"
45186,FALSE,461053,tt6014472,en,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as âThe Scorpionâ for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it up to him and his expert S.W.A.T. team to keep âThe Scorpionâ and his billion dollar secrets safe.",,,20.38691,8/1/17,89,Released,,S.W.A.T.: Under Siege,5.2,21,https://image.tmdb.org/t/p/original/fQq24L8ioUy3cHWPo8LheguicxF.jpg,"Action, Crime, Thriller"
45188,FALSE,345438,tt4208868,nl,"Roos is pretty, successful and in her early-thirties. Every time she dreams of marriage, she gets dumped. When she gets invites to weddings from people all around her, she takes her young intern Daan as her date. She puts herself in awkward situations en falls deeply in love with a handsome doctor. They say one marriage leads to the other, but is he the one she''ll say ""Yes, I do!"" to?",,,0.529403,10/15/15,96,Released,,"Ja, Ik Wil!",5.5,6,https://image.tmdb.org/t/p/original/v0S1wr7E4c436d57hygZvDoeUvR.jpg,"Comedy, Romance"
45193,FALSE,429524,tt5239972,en,"When drones arrive in a flash, slaughtering humanity and stripping the Earth of its resources, a small team of scientists hiding in Los Angeles works to expel the drone menace once and for all.",,,1.451207,3/30/16,0,Released,,Drone Wars,3,7,https://image.tmdb.org/t/p/original/qFNXHXNF5gbmqzOxR2wnqCMLLMp.jpg,"Action, ScienceFiction, Thriller"
45195,FALSE,104810,tt0171408,en,"A woman is forced to examine the emptiness of her life in this stark drama from the Soviet Union. Lena (Yevgenya Uralova) is a woman in her late twenties who loves her boyfriend (Aleksandr Belyavsky) but in time comes to see that their relationship serves no useful function. What''s more, she sees that her friends are for the most part empty-headed lackeys, causing her to wonder just what is the point of her life.",,,0.425701,6/6/66,107,Released,,July Rain,5.3,3,https://image.tmdb.org/t/p/original/61RuRbBTLM3Prjs1atvjplcazg7.jpg,"Drama, Romance"
45201,FALSE,279687,tt1253575,en,"The cut-scenes from Futurama (2003) (VG), edited together to form an episode. Mom attempts to take over the universe and it''s up to the Planet Express crew to stop her.",,,0.988667,6/24/08,30,Released,,Futurama: The Lost Adventure,7.9,10,https://image.tmdb.org/t/p/original/6oVIL0wnuBuQZkz2Dnc58FmCZkA.jpg,"Comedy, Animation"
45203,FALSE,385305,tt5003654,en,"A documentary exploring the birth, death and resurrection of illustrated movie poster art. Through interviews with a number of key art personalities from the 70s and 80s, as well as many modern, alternative poster artists, âTwenty-Four by Thirty-Sixâ aims to answer the question: What happened to the illustrated movie poster? Where did it disappear to, and why? In the mid 2000s, filling the void left behind by Hollywood abandonment of illustrated movie posters, independent artists and galleries began selling limited edition, screenprinted postersâ a movement that has quickly exploded into a booming industry with prints selling out online in seconds, inspiring Hollywood studios to take notice of illustration in movie posters once more.",,,0.397526,3/5/16,81,Released,A movie about movie posters.,24/36,8.1,7,https://image.tmdb.org/t/p/original/rjm7KaiLsEwRcxnlsaX9ryzzK1B.jpg,Documentary
45204,FALSE,440597,tt5322012,en,"A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.",,,59.578823,7/7/17,90,Released,Be careful what you wish for,Wish Upon,5.3,127,https://image.tmdb.org/t/p/original/3pGFlpDBsLv0p6KPQLl53HVTbJp.jpg,"Fantasy, Horror, Thriller"
45205,FALSE,433711,tt3158690,en,"In a no holds barred documentary, acclaimed journalist Vicky O''Neil sets out on a quest to uncover the truth behind the murder of small town sweetheart Ally Andrews. What she uncovers, leads her down a dark and twisted rabbit hole into the world of superheroes where she gets the chance of a lifetime, an exclusive interview with Charge, the world''s Last Superhero. As he chronicles his mysterious origins and bloody career, Vicky begins to wonder, is he still the hero the world remembers, or has he become the villain we all should fear?",,,0.00022,,74,Released,,All Superheroes Must Die 2: The Last Superhero,4,1,https://image.tmdb.org/t/p/original/u0vnocj57vJt5DHoBEqUOD1G4SU.jpg,"Mystery, ScienceFiction"
45207,FALSE,419459,tt5737862,en,A teenager living with her sister and parents in Manhattan during the 1990s discovers that her father is having an affair.,,,1.811506,7/21/17,93,Released,1995. When people were harder to reach.,Landline,5.1,9,https://image.tmdb.org/t/p/original/94nCLn74lBh4pLdZPIad18BpheE.jpg,Comedy
45208,FALSE,407448,tt5390504,en,A police raid in Detroit in 1967 results in one of the largest citizens'' uprisings in the history of the United States.,,,9.797505,7/28/17,143,Released,It's time we knew,Detroit,7.3,67,https://image.tmdb.org/t/p/original/p7RVsyi67S95RyNJjX99E1MaOsA.jpg,"Thriller, Crime, Drama, History"
45209,FALSE,414453,tt5990474,en,"A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.",,,1.309265,8/4/17,104,Post Production,,Columbus,6,4,https://image.tmdb.org/t/p/original/7APLVpsGzXPJw16ZuBtXICxq8B9.jpg,Drama
45210,FALSE,329005,tt3719452,en,The story of four adults with autism spectrum disorders as they search for and manage romantic relationships.,,,0.341701,4/15/15,76,Released,,Autism in Love,5.8,4,https://image.tmdb.org/t/p/original/1YM144vixTdsrCzSmGUjdsRmL4D.jpg,Documentary
45216,FALSE,438665,tt6491170,en,"The 2016 Reebok CrossFit Games were a grueling five-day, 15-event test to find the fittest man and woman on Earth. ""Fittest on Earth: A Decade of Fitness"" follows the dramatic story of the top athletes who qualified and competed and offers an inside look at what it takes to be among the world''s elite athletes, both in training and on the competition floor. The CrossFit Games challenge competitors to perform intense physical tasks, but the hardest part is sometimes mental. Athletes often learn the details of the events only minutes before they begin, and everyone handles the pressure differently. Which of these fierce competitors will rise to the top and earn the title of Fittest on Earth?",,,0.867259,2/1/17,116,Released,Fittest On Earth: A Decade Of Fitness,Fittest On Earth: A Decade Of Fitness,6,2,https://image.tmdb.org/t/p/original/8P6xZFSvSK2fxrVnhFdPYaNdihg.jpg,Documentary
45217,FALSE,437830,tt6194850,en,Lithuanian politics Tarantino style,,,0.184337,1/27/17,90,Released,,Zero 3,8.7,3,https://image.tmdb.org/t/p/original/fH5U8Rgql5UkDkkkRDNmuymzDhV.jpg,Thriller
45228,FALSE,332543,tt3620516,en,"On the surface, A Genius Leaves The Hood-The Unauthorized Story of Jay Z chronicles how hip-hop''s most successful rapper of the past two decades reached the top; but at its core, the film attempts to divulge the savvy and cunning business acumen of a mogul who decided that being at the top of the charts wasn''t enough. This 60-minute unauthorized biography explores the mind of a man who never played by the rules and admits it. This film uncovers the price Mr. Carter paid for his success through recent controversies including the racial debate of the Barneys deal, feud with Harry Belafonte and clashes with community activists over the construction of the Barclay Center. The film also explores rumors of association with the Illuminati, a highly publicized separation from the Roc-A-Fella crew, his estranged relationship with rapping mentor Jaz-O and break up with business partner Damon Dash.",,,0.325405,3/21/14,0,Released,,A Genius Leaves the Hood - The Unauthorized Story of Jay Z,6,2,https://image.tmdb.org/t/p/original/vg11iLI2cyluDO48Zc8CzXzNV9t.jpg,Documentary
45236,FALSE,433410,tt6354108,en,A bourgeois dog confesses how he was transformed from being a filmmaker to being four-legged.,,,0.079173,1/29/17,99,Released,,Self-criticism of a Bourgeois Dog,0,0,https://image.tmdb.org/t/p/original/4MCWcbDC9nGNY30y4Jy4B5WUAXb.jpg,Comedy
45237,FALSE,429039,tt5984026,fr,"In 1964, Che Guevara asked the young Jean Ziegler to stay in Switzerland to fight in the ""Monster brain"" capitalist. Since then, Jean Ziegler nerve stops fighting against injustices as a public writer, a speaker and as a Kofi Annan collaborator. During a trip to Cuba, his ideas are challenged by what he discover on the island.",,,0.087452,11/23/16,0,Released,,"Jean Ziegler, l''optimisme de la volontâˆšÂ©",0,0,https://image.tmdb.org/t/p/original/b9tECZJXzPTCepGulfuA5uGEuIo.jpg,Documentary
